fire_name,county,cost,burnt_acres,startDate,finishDate,latitude,longitude,injuries,destroyedStructures,threatenedStructures,airtankers,dozers,fireEngines,firePersonnel,fireCrews,helicopters,waterTenders,meanTemp,maxTemp,minTemp,dewPoint,avgHumidity,maxHumidity,minHumidity,fire,maxWind
Cherry Fire Incident Information: ,Siskiyou,,95,8/29/07 19:00,9/6/07 18:00,41.2973586,-123.1303203,,,,,,,,,,,,91,59,,,,,1,0
Lick Fire Incident Information: ,Santa Clara,10.2,47760,9/3/07 13:45,9/11/07 19:45,37.186776,-121.547208,9,24,,,5,46,868,30,3,10,,72,54,,,,,1,0
Mariposa Fire Incident Information: ,Santa Barbara,,176,9/3/07 20:00,9/5/07 08:00,33.8857416,-118.9886821,,,,,,,,,,,79,90,66,59,57,73,40,1,19
Colina Fire Incident Information: ,Riverside,,430,9/10/07 14:45,9/12/07 10:00,33.5162498,-117.1711849,,,,,,,,,,,68,90,46,50,55,93,20,1,23
Pine Fire Incident Information: ,San Diego,,2170,9/12/07 14:10,9/16/07 07:00,32.8214402,-116.5291841,,,,,,,,,,,75,97,55,36,29,47,11,1,32
Butler II Fire Incident Information: ,San Bernardino,,14039,9/14/07 13:51,9/21/07 10:00,34.2438963,-116.9114215,,,,,,,,,,,,86,55,,,,,1,0
Angel Fire Incident Information: ,San Diego,4.1,837,9/15/07 13:31,9/19/07 18:00,33.0784244,-116.6022008,7,25,,,2,22,479,13,,15,66,75,59,57,79,90,57,1,16
Canyon Fire Incident Information: ,Los Angeles,5.8,4521,10/21/07 04:55,11/1/07 19:00,34.0335102,-118.7424244,0,22,,,,,,,,,63,68,55,25,24,45,16,1,39
Harris Fire Incident Information: ,San Diego,21,90440,10/21/07 09:23,11/5/07 21:45,32.5996179,-116.5819616,40,563,,,,36,756,15,3,6,55,64,45,16,46,82,9,1,69
Ranch Fire Incident Information: ,Los Angeles,9,58401,10/20/07 21:42,11/1/07 18:30,33.57818749,-117.6785231,,0,,,,,73,,,,63,79,45,52,72,93,48,1,23
Witch Fire Incident Information: ,San Diego,18,197990,10/21/07 12:35,11/6/07 06:00,32.9593407,-118.5228845,42,1736,,,1,25,224,6,,3,66,75,59,21,20,42,9,1,61
Buckweed (Agua Dulce) Fire Incident Information: ,Los Angeles,7.4,38000,10/21/07 12:55,11/1/07 19:00,34.5202409,-118.3182023,0,93,,,,,,,,,63,68,55,25,24,45,16,1,39
Nightsky Fire Incident Information: ,Ventura,,35,10/21/07 10:35,11/1/07 19:00,34.285558,-118.8820414,,,,,,,,,,,63,68,55,25,24,45,16,1,39
Roca Fire Incident Information: ,Riverside,,270,10/21/07 15:52,11/1/07 18:30,33.4560104,-116.8594952,,,,,,,,,,,,72,46,,,,,1,0
Santiago Fire Incident Information: ,Orange,21.6,28400,10/21/07 17:55,11/9/07 06:30,33.7482157,-117.6730596,16,44,,,2,9,206,2,1,3,66,79,55,14,14,89,7,1,58
Poomacha Fire Incident Information: ,San Diego,20.6,49410,10/23/07 15:13,11/9/07 06:30,33.2675761,-116.8203915,15,217,,,1,13,379,7,2,4,75,86,66,27,17,28,5,1,19
Rice Fire Incident Information: ,San Diego,6.5,9472,10/22/07 16:16,11/1/07 18:00,33.349868,-117.137096,5,248,,,12,112,264,9,6,17,79,90,72,1,5,8,4,1,29
Ammo Fire Incident Information: ,San Diego,0.708047,21004,10/23/07 21:20,10/29/07 06:00,33.2295467,-117.3811366,6,,,,,39,69,,,,75,86,66,27,17,28,5,1,19
Slide Fire Incident Information: ,San Bernardino,23.3,12759,10/22/07 16:32,11/6/07 06:00,34.208958,-117.116052,9,318,,,25,24,57,7,3,30,75,84,68,7,7,10,4,1,45
Grass Valley Fire Incident Information: ,San Bernardino,6.9,1247,10/22/07 17:08,11/6/07 06:00,34.2483396,-117.1892078,1,201,,,,9,96,2,2,,75,84,68,7,7,10,4,1,45
Rosa Fire Incident Information: ,Riverside,,411,10/22/07 23:06,10/31/07 10:00,33.379712,-117.246376,,2,,,,,,,,,79,90,72,1,5,8,4,1,29
Magic Fire Incident Information: ,Los Angeles,,2824,10/22/07 14:17,10/31/07 11:25,34.4221134,-118.5849787,,,,,,5,105,4,,,66,72,63,21,18,21,15,1,40
Sedgewick Fire Incident Information: ,Santa Barbara,,710,10/21/07 06:00,10/30/07 06:00,34.6928067,-120.0406397,,,,,,,,,,,,70,52,,,,,1,0
October Fire Incident Information: ,Los Angeles,,20,10/21/07 09:47,10/30/07 06:00,34.3779607,-118.4675271,,,,,,,,,,,63,68,55,25,24,45,16,1,39
McCoy Fire Incident Information: ,San Diego,,353,12/31/69 16:00,10/30/07 06:00,39.00772823,-122.0211353,,,,,,,,,,,43,54,32,36,81,93,61,1,11
Cajon Fire Incident Information: ,San Bernardino,,250,10/22/07 11:48,10/30/07 06:00,34.2237357,-117.4060017,,,,,1,4,53,1,,3,75,84,68,7,7,10,4,1,45
Coronado Hills Fire Incident Information: ,San Diego,,250,10/22/07 01:46,10/30/07 06:00,33.1295574,-117.1599449,,0,,,,23,77,,,1,79,90,72,1,5,8,4,1,29
Martin Ranch Fire Incident Information: ,San Bernardino,,123,10/23/07 01:03,10/30/07 06:00,34.2166003,-117.3773147,1,0,,,2,23,164,2,,4,84,97,73,27,13,22,10,1,27
Walker Fire Incident Information: ,San Bernardino,,160,10/22/07 10:00,10/30/07 18:00,34.0049997,-117.619451,,,,,,,,,,,75,84,68,7,7,10,4,1,45
Meadowridge Fire Incident Information: ,Los Angeles,,40,10/23/07 04:08,10/30/07 06:00,33.42604476,-118.1545477,,,,,,,,,,,79,86,72,25,13,17,10,1,29
Corral Fire Incident Information: ,Los Angeles,,4901,11/24/07 03:23,11/27/07 08:00,34.0979551,-118.7314142,,,,,,,,,,,61,66,52,10,15,17,12,1,21
Haverford Fire Incident Information: ,San Diego,,25,11/24/07 09:50,11/24/07 21:00,33.0421794,-116.8686944,,,,,,,,,,,61,73,48,23,28,58,7,1,13
Hazardous Materials Incident Incident Information: ,Riverside,,,3/3/08 20:33,3/4/08 08:55,33.5538122,-116.0576625,,,,,,,,,,,61,72,50,9,19,30,7,1,26
Dos Palmas Fire Incident Information: ,Riverside,,261,4/13/08 18:19,4/1/08 10:00,33.571692,-116.0772244,,,,,,,,,,,82,97,66,19,10,16,4,1,19
Santa Anita Fire Incident Information: ,Los Angeles,,584,4/26/08 15:01,5/2/08 07:30,34.1615086,-118.0584171,,,,,,,,,,,75,88,63,36,24,33,14,1,29
Apache Fire Incident Information: ,Riverside,,784,4/29/08 16:35,5/4/08 18:00,33.7947785,-116.2454629,,,,,,,,,,,75,91,59,25,17,28,7,1,35
Colyear Fire Incident Information: ,Tehama,,1331,5/6/08 20:45,5/9/08 21:15,39.92446561,-122.1356781,,,,,,,,,,,73,91,55,45,42,84,16,1,37
Big Horn Fire Incident Information: ,Los Angeles,,490,5/13/08 04:30,5/17/08 18:00,34.2888927,-117.6467218,,,,,,,,,,,64,86,43,43,57,93,7,1,27
Geysers Fire Incident Information: ,Sonoma,,288,5/15/08 04:00,5/16/08 19:00,38.13975465,-122.6706792,,,,,,,,,,,86,100,70,48,29,57,17,1,32
Feather Fire Incident Information: ,Butte,,100,5/15/08 03:00,5/16/08 12:00,39.847624,-121.394055,,,,,,,,,,,84,102,70,48,28,49,14,1,26
Sierra Fire Incident Information: ,El Dorado,,67,5/15/08 10:46,5/15/08 19:30,38.7139362,-120.6208746,,,,,,,,,,,86,97,75,46,26,31,19,1,27
Avocado Fire Incident Information: ,Fresno,,1200,5/20/08 15:10,5/22/08 18:30,36.8005048,-119.3590131,,,,,,,,,,,79,95,63,45,34,55,12,1,45
Summit Fire Incident Information: ,Santa Clara,16.1,4270,5/22/08 05:17,5/30/08 10:00,37.01542523,-121.5933047,16,99,,,5,45,946,32,1,21,,68,48,,,,,1,0
Grapevine Fire Incident Information: ,Kern,,507,6/6/08 09:29,6/7/08 07:00,34.22279541,-119.033982,,,,,,,,,,,77,90,64,45,32,43,25,1,11
Indians Fire Incident Information: ,Monterey,,57943,6/8/08 12:36,6/24/08 07:45,34.7419849,-119.6818236,,,,,,,,,,,,70,52,,,,,1,0
Ophir Fire Incident Information: ,Butte,,1600,6/10/08 11:27,6/13/08 10:15,39.4639695,-121.5788486,1,49,,,,10,99,,1,5,73,84,64,36,25,43,13,1,50
Latrobe Fire Incident Information: ,El Dorado,,100,6/10/08 10:00,6/10/08 16:00,38.15005862,-120.2547147,,,,,,,,,,,,86,55,,,,,1,0
La Grange Fire Incident Information: ,Tuolumne,,1346,6/10/08 14:08,6/12/08 07:00,37.81943181,-120.5136889,,,,,,,,,,,81,91,70,36,25,57,8,1,50
Pine Fire Incident Information: ,Sonoma,,860,6/10/08 10:01,6/13/08 18:15,38.8232795,-122.9227518,,,,,,,,,,,73,90,61,37,30,54,10,1,24
41 Fire Incident Information: ,Madera,,3300,6/10/08 16:35,6/11/08 13:00,37.35320549,-120.5625338,,,,,,,,,,,79,91,64,39,31,63,9,1,47
Jackson Fire Incident Information: ,Sacramento,,6400,6/10/08 12:00,6/13/08 10:15,38.5290306,-121.3350068,,,,,,,,,,,68,81,55,39,36,72,13,1,23
Humboldt Fire Incident Information: ,Butte,20.5,23344,6/11/08 12:13,6/21/08 18:00,39.32358379,-120.5394943,10,261,,,1,15,261,5,,3,70,84,55,30,24,33,16,1,21
Martin Fire Incident Information: ,Santa Cruz,5.4,520,6/11/08 14:54,6/27/08 12:00,36.9013885,-121.7784283,4,14,,,,16,131,4,,4,,68,50,,,,,1,0
Whiskey Fire Incident Information: ,Tehama,,7783,6/12/08 12:37,6/28/08 07:40,40.04345481,-122.1282665,,,,,,,,,,,82,97,68,27,15,23,7,1,37
Electra Fire Incident Information: ,Amador,,400,6/13/08 16:00,6/26/08 06:00,38.3310695,-120.6706738,,,,,,,,,,,75,97,57,39,29,55,10,1,14
Trabing Fire Incident Information: ,Santa Cruz,,630,6/20/08 13:58,6/26/08 16:30,36.9013885,-121.7784283,2,20,,,1,5,122,3,,1,,70,52,,,,,1,0
Wild Fire Incident Information: ,Napa,0.651574,4089,6/21/08 16:00,6/26/08 06:00,38.2489348,-122.0514361,1,1,150,,23,40,540,14,1,5,79,100,59,39,30,62,8,1,34
Whitehurst / Hummingbird Fire Incident Information: ,Santa Clara,0.593963,794,6/21/08 13:57,6/26/08 11:00,37.1284493,-121.6301185,,,,,0,10,104,2,,2,,72,52,,,,,1,0
Brown Fire Incident Information: ,San Benito,,3870,6/21/08 15:10,6/24/08 07:30,36.46185377,-121.2189539,1,,,,6,17,193,6,,,,72,52,,,,,1,0
Basin Complex (Gallery and Basin Fires) Incident Information: ,Monterey,,8500,6/23/08 12:15,6/24/08 07:45,36.3614749,-121.856261,,,,,,,,,,,54,59,50,46,80,89,69,1,24
Lime Complex Incident Information: ,Trinity,38.78652,55773,6/20/08 16:50,7/27/08 06:00,40.6173635,-123.4525362,,1,,,11,32,610,13,6,16,55,63,50,,,,,1,0
Walker Fire Incident Information: ,Lake,,14500,6/22/08 16:41,7/3/08 07:00,39.1192096,-122.5401025,,,35,,10,17,134,,1,9,70,90,48,36,39,66,11,1,21
Popcorn Fire Incident Information: ,Shasta,,3100,6/24/08 08:14,6/26/08 10:00,40.8943324,-121.1774706,,,,,7,8,227,7,2,10,,,,,,,,1,0
Oliver Complex Incident Information: ,Madera,,2789,6/21/08 17:10,7/6/08 06:00,36.95882355,-119.8249392,,,,,,,,,,,93,109,75,46,30,50,9,1,39
Corral Fire Incident Information: ,Lassen,3.6,12434,6/23/08 20:00,7/8/08 07:30,36.67954237,-119.0536414,,,,,7,15,281,7,2,10,81,97,64,36,24,43,4,1,24
Shasta-Trinity Lightning Complex Incident Information: ,Shasta,55.4,86500,6/21/08 17:00,7/26/08 17:30,40.741394,-123.2487273,51,22,,,9,32,680,19,,24,,90,61,,,,,1,0
Butte Lightning Complex Incident Information: ,Butte,85.3,59440,6/21/08 14:00,7/29/08 18:00,39.489439,-121.476028,71,117,,,15,60,1218,28,6,30,86,102,70,46,23,46,12,1,23
Mendocino Lightning Complex Incident Information: ,Mendocino,48.5,54817,6/20/08 18:00,7/19/08 18:30,39.4450776,-123.8049098,47,2,0,,12,102,1922,60,8,28,75,99,52,36,36,64,8,1,16
Freeway Complex Incident Information: ,Orange,16.1,30305,11/15/08 09:07,11/19/08 18:00,33.866677,-117.752864,,361,,,4,156,1633,48,16,5,81,90,70,10,7,13,5,1,39
Tea Fire Incident Information: ,Santa Barbara,5.7,1940,11/13/08 18:30,11/17/08 18:00,34.4376631,-119.6418816,,219,,,1,62,756,23,,3,63,75,48,50,66,83,49,1,14
Sesnon Fire Incident Information: ,Los Angeles,12.6,14703,10/13/08 10:38,10/18/08 08:00,34.44460194,-118.0319268,,89,,,8,88,1377,40,2,17,61,68,52,19,22,28,17,1,35
Fort Fire Incident Information: ,San Bernardino,,1500,2/5/09 11:41,2/5/09 11:41,36.8021589,-118.195915,,,,,,,,,,,,,,,,,,1,0
Jesusita Fire Incident Information: ,Santa Barbara,20,8733,5/5/09 13:45,5/18/09 17:00,34.4508303,-119.7129141,,177,,,37,490,4543,110,14,45,63,73,52,54,73,93,53,1,24
Gladding Fire Incident Information: ,Placer,,960,9/1/08 12:39,9/3/08 09:00,38.891565,-121.2930079,,40,,,1,10,129,4,,,68,88,50,34,31,58,14,1,26
Willow Fire Incident Information: ,San Diego,,65,5/22/09 12:58,5/23/09 08:00,32.7651505,-116.8869305,,,,,,,,,,,63,66,61,54,74,83,64,1,19
Pala Fire Incident Information: ,San Diego,,122,5/24/09 14:56,5/25/09 11:00,33.47941494,-117.7898549,,,,,,,,,,,63,77,52,52,71,100,43,1,26
Oliver Fire Incident Information: ,Riverside,,503,5/27/09 15:43,5/28/09 08:00,33.8685628,-117.1766137,,,,,,,,,,,66,81,52,55,74,100,44,1,27
Telegraph Fire Incident Information: ,Mariposa,,34091,7/25/08 15:15,8/6/08 12:00,38.00621348,-121.1620288,38,130,,,4,23,336,6,2,12,75,97,55,46,40,77,11,1,19
Craig Fire Incident Information: ,Butte,11,2001,8/3/08 14:40,8/11/08 19:00,39.5137752,-121.556359,19,,2,,7,40,545,19,2,13,75,91,61,46,37,59,13,1,21
Finley Fire Incident Information: ,Nevada,,100,12/31/69 16:00,8/31/08 08:00,39.363135,-121.322722,,,,,,,,,,,43,57,30,,,,,1,0
Smitty Fire Incident Information: ,Calaveras,,100,9/1/08 16:29,9/4/08 08:00,36.82681297,-120.2227056,,,,,,,,,,,72,86,57,37,37,62,12,1,23
Canyon Fire Incident Information: ,Nevada,,5,9/5/08 14:33,9/6/08 08:00,39.20871169,-120.646252,,,,,,,,,,,82,95,72,39,22,30,16,1,19
Colony Fire Incident Information: ,Humboldt,,155,9/10/08 08:00,9/7/08 15:39,40.11900867,-124.1182256,,,,,,15,200,12,1,4,,63,52,,,,,1,0
Deer Fire Incident Information: ,Napa,0.583,300,10/13/08 08:00,10/10/08 16:45,38.6706612,-122.0880281,,3,,,1,40,395,22,,5,66,82,46,27,28,66,12,1,29
Marek Fire Incident Information: ,Los Angeles,,4824,10/28/08 08:00,10/12/08 02:03,33.84118681,-118.7970868,,,,,,,,,,,81,97,64,30,18,21,13,1,14
South Fire Incident Information: ,Ventura,,30,10/13/08 03:35,10/13/08 03:35,34.43397751,-118.2103006,,,,,,,,,,,61,68,52,19,22,28,17,1,35
Angel Island Fire Incident Information: ,Marin,,380,10/12/08 21:00,10/12/08 21:00,37.8636084,-122.4319496,,,,,,,,,,,57,75,43,16,20,42,9,1,39
Shockey Fire Incident Information: ,San Diego,,200,10/14/08 14:45,10/14/08 19:00,32.6319717,-116.4338497,,,,,,5,51,19,,2,64,75,54,10,15,15,15,1,37
Juliet Fire Incident Information: ,San Diego,,4026,10/13/08 10:49,10/14/08 08:00,33.2295467,-117.3811366,,,,,,,,,,,68,81,55,18,16,26,7,1,19
San Antonio Fire Incident Information: ,San Bernardino,,115,10/23/08 14:04,10/23/08 14:04,37.2991328,-121.9577222,,,,,,,,,,,,70,46,,,,,1,0
El Cerritos Fire Incident Information: ,San Luis Obispo,,60,11/14/08 08:30,11/14/08 08:30,35.19626341,-120.6590767,,,,,,,,,,,72,88,57,48,45,67,25,1,23
Sayre Fire Incident Information: ,Los Angeles,,11262,11/14/08 22:29,11/20/08 20:00,34.74365848,-118.3806448,,,,,,,,,,,72,79,66,37,28,39,17,1,35
Tulare Unit Lightning Complex Incident Information: ,Tulare,,459,5/28/09 19:30,6/1/09 07:00,36.38878729,-118.2607257,,,,,,,,,,,,,,,,,,1,0
Haybarn Fire Incident Information: ,San Diego,,102,6/16/09 13:20,6/17/09 07:30,38.13984191,-120.0143224,,,,,,,,,,,,68,37,,,,,1,0
Rumsey Fire Incident Information: ,Yolo,,716,6/29/09 02:45,7/1/09 18:00,36.65116245,-118.6674566,,,,,,,,,,,,,,,,,,1,0
De Luz Fire Incident Information: ,Riverside,,100,7/2/09 14:34,7/3/09 08:00,33.51624265,-116.2009195,,,,,,,,,,,93,108,79,54,33,49,16,1,34
Backbone Fire Incident Information: ,Trinity,,6324,7/7/09 11:13,8/8/09 07:00,41.0165284,-123.0861477,,,,,,,,,,,,95,63,,,,,1,0
Elm Fire Incident Information: ,Riverside,,270,7/7/09 15:19,7/8/09 08:00,33.8981492,-116.7545474,,,,,,,,,,,,88,57,,,,,1,0
Osito Fire Incident Information: ,Los Angeles,,304,7/13/09 12:18,7/15/09 08:00,33.9055489,-117.9014655,,,,,,,,,,,75,95,55,54,48,78,23,1,26
Howland Fire Incident Information: ,Plumas,,144,7/15/09 00:00,7/17/09 07:30,39.8872948,-120.1517225,,,,,,,,,,,81,99,63,36,22,37,9,1,35
Mammoth Fire Incident Information: ,Placer,,643,7/16/09 14:33,7/18/09 19:30,35.47748726,-119.7532565,,,,,1,24,358,12,1,3,91,106,75,48,28,40,15,1,23
Panther Fire Incident Information: ,Humboldt,,12,7/17/09 11:40,7/18/09 19:20,40.306744,-123.9039139,,,,,,,,,,,57,63,52,,,,,1,0
Forks Fire Incident Information: ,Inyo,,3268,7/18/09 14:54,7/23/09 18:00,37.212377,-118.613728,,,,,,,,,,,81,104,61,41,25,48,11,1,40
Tennant Fire Incident Information: ,Siskiyou,,3225,7/19/09 15:02,7/24/09 17:30,40.17899892,-123.6065841,,,,,,,,,,,,63,52,,,,,1,0
Lake Fire Incident Information: ,San Luis Obispo,,123,7/19/09 13:35,7/21/09 18:00,35.7487222,-120.9331295,,,,,,,,,,,,57,50,,,,,1,0
Sheppard Fire Incident Information: ,Mendocino,,105,7/20/09 15:24,7/21/09 18:00,39.39236598,-123.0403571,,,,,,,,,,,81,102,57,43,40,72,8,1,26
Ash Fire Incident Information: ,Madera,,393,7/27/09 16:45,7/29/09 08:00,37.0202397,-119.6964205,,,,,2,7,160,4,,2,90,106,73,48,33,57,9,1,21
Springs Fire Incident Information: ,Riverside,,42,7/28/09 19:23,7/29/09 07:00,33.64369238,-116.2196181,,,,,,,,,,,99,115,82,48,25,40,9,1,39
Wildcat Fire Incident Information: ,Tuolumne,,1255,7/29/09 18:03,8/22/09 18:00,38.12226115,-120.2659175,,,,,,,,,,,,93,61,,,,,1,0
Knight Fire Incident Information: ,Tuolumne,,6130,7/26/09 15:35,8/11/09 18:00,37.70494075,-120.5375657,,,,,,,,,,,81,100,61,54,48,78,18,1,19
Dodge Complex Incident Information: ,Lassen,,1600,8/1/09 10:18,8/5/09 07:00,38.34435952,-120.2048651,,,,,,,,,,,,79,45,,,,,1,0
Upper Complex Incident Information: ,Modoc,,129,8/1/09 17:50,8/4/09 18:20,41.1941359,-120.9442135,,,,,,,,,,,75,95,55,45,40,64,15,1,52
SHU Lightning Incident Information: ,Shasta,31.6,17623,8/1/09 21:00,8/18/09 07:00,40.87526,-121.661371,22,,,0,7,53,926,27,3,24,,,,,,,,1,0
Sam Jones Fire Incident Information: ,Monterey,,3468,8/2/09 16:30,8/4/09 18:25,36.0086825,-121.2369266,,,,,,,,,,,,59,52,,,,,1,0
Ponderosa Fire Incident Information: ,Monterey,,458,8/1/09 19:45,8/7/09 07:00,35.16938702,-121.3539195,,,,,,,,,,,,59,52,,,,,1,0
La Brea Fire Incident Information: ,Santa Barbara,,89489,8/8/09 14:50,8/22/09 06:15,33.68728,-117.661689,,,,,,,,,,,68,82,54,55,66,93,42,1,26
Hat Creek Complex  Incident Information: ,Lassen,,11269,8/1/09 08:00,8/26/09 15:00,38.53016408,-119.6265371,,,,,,,,,,,,79,45,,,,,1,0
Coffin Fire Incident Information: ,Trinity,3.4,1200,8/12/09 14:00,8/17/09 19:00,39.9920245,-123.0884755,5,,,,2,31,118,8,1,2,,,,,,,,1,0
Lockheed Fire Incident Information: ,Santa Cruz,26.6,7817,8/12/09 19:16,8/23/09 18:30,36.9013885,-121.7784283,10,14,0,,5,50,819,8,6,28,,70,54,,,,,1,0
Summit Fire Incident Information: ,Colusa,,350,8/13/09 12:42,8/14/09 18:00,39.3757373,-122.5470576,,,,,,,,,,,73,88,61,46,42,65,19,1,26
Corral Fire Incident Information: ,Alameda,2.03,12500,8/13/09 15:00,8/18/09 07:00,37.7457619,-121.6582839,2,,,1,11,41,335,12,7,7,79,91,66,48,40,59,21,1,34
Yuba Fire Incident Information: ,Yuba,12.1,3891,8/14/09 12:28,8/23/09 19:00,39.361958,-121.253794,41,2,0,,13,4,76,3,,26,72,82,63,45,39,56,24,1,23
Elephant Fire Incident Information: ,Plumas,,445,8/16/09 14:37,8/24/09 07:00,39.94032482,-121.1199891,,,,,,,,,,,73,90,61,39,28,42,21,1,13
Bryson Fire Incident Information: ,Monterey,,3383,8/26/09 13:26,8/28/09 11:00,35.936744,-121.082403,,5,,,1,10,227,10,2,4,,59,52,,,,,1,0
Morris Fire Incident Information: ,Los Angeles,,2168,8/25/09 16:27,9/3/09 07:00,34.1762537,-117.8827431,,,,,,,,,,,72,97,50,48,45,83,20,1,26
Red Rock Fire Incident Information: ,Siskiyou,,1364,8/21/09 18:40,9/4/09 18:15,41.5506282,-122.9076819,,,,,,,,,,,73,95,52,43,38,66,10,1,13
Big Meadow Fire Incident Information: ,Mariposa,,7425,8/26/09 12:08,9/7/09 07:00,37.6978137,-119.7528874,,,,,,,,,,,,,,,,,,1,0
Camp Pendleton Fire Incident Information: ,San Diego,,560,8/26/09 12:00,8/30/09 18:00,34.20563278,-119.7497954,,,,,,,,,,,66,82,52,52,60,87,33,1,19
Day Fire Incident Information: ,Lassen,1.66,853,8/27/09 13:27,8/30/09 18:30,33.84247836,-121.0946048,,,,,12,34,534,16,4,14,,,,,,,,1,0
Gloria Fire Incident Information: ,Monterey,4,6437,8/27/09 14:57,8/31/09 18:00,35.01109618,-120.9625877,2,2,0,,9,35,367,12,,6,64,81,48,48,63,93,28,1,35
Foresthill Fire Incident Information: ,Placer,,30,8/27/09 17:36,8/28/09 10:00,38.51681241,-120.79804,,,,3,2,10,100,4,2,3,81,95,64,39,26,40,12,1,14
Cottonwood Fire Incident Information: ,Riverside,,2409,8/27/09 17:13,8/31/09 18:00,33.745846,-116.835502,,,,,,,,,,,,90,61,,,,,1,0
Station Fire Incident Information: ,Los Angeles,,160577,8/26/09 15:30,10/16/09 19:00,34.19540506,-118.4268486,,,,,,,,,,,82,100,64,41,24,31,16,1,21
PV Fire Incident Information: ,Los Angeles,,235,8/27/09 20:02,8/29/09 12:50,33.7444613,-118.3870173,,,,,,,,,,,88,97,79,27,12,22,6,1,24
Pacheco Fire Incident Information: ,Santa Clara,,1650,8/29/09 14:20,8/30/09 18:00,37.0661203,-121.192643,2,,0,,2,36,359,4,3,4,,75,54,,,,,1,0
Forty Nine (49) Fire Incident Information: ,Placer,1,343,8/30/09 14:22,9/2/09 18:00,38.9456497,-121.0982498,3,75,0,,19,29,199,2,6,14,81,90,73,41,27,44,12,1,26
Oak Glen 3 Fire Incident Information: ,San Bernardino,6.9,1159,8/30/09 13:46,9/8/09 06:30,34.0551431,-116.9774516,4,0,0,7,14,11,174,5,8,10,79,102,54,50,42,77,17,1,19
Pendleton Fire Incident Information: ,San Bernardino,1.49,860,8/31/09 15:30,9/4/09 07:15,34.033625,-117.0430865,1,0,0,,2,45,441,14,1,12,75,97,54,55,50,84,25,1,21
Black Fire Incident Information: ,Siskiyou,,103,9/2/09 13:42,9/4/09 21:30,41.98320114,-121.377368,,,,,,,,,,,66,84,48,39,41,71,17,1,45
Cherry Fire Incident Information: ,Solano,,200,9/4/09 01:30,9/4/09 21:25,38.3514527,-121.9844151,,,,,,,,,,,63,75,50,52,65,89,41,1,34
Ortega Fire Incident Information: ,Orange,,30,9/4/09 00:04,9/4/09 21:30,33.62265942,-117.6121176,,,,,,,,,,,79,99,61,57,50,81,26,1,23
Oasis Fire Incident Information: ,Lake,3.5,1575,9/7/09 18:07,9/12/09 18:45,39.4041792,-123.3521159,4,,,4,2,2,153,7,8,14,66,82,52,45,53,89,17,1,21
Magnolia Fire Incident Information: ,Nevada,,29,9/12/09 14:30,9/13/09 07:10,38.29887634,-120.5505396,,,0,,,8,79,2,,2,,88,55,,,,,1,0
Vail Fire Incident Information: ,Riverside,,340,9/19/09 15:52,9/20/09 20:00,33.4706942,-116.9910123,,,,,,,,,,,,81,55,,,,,1,0
Silver Fire Incident Information: ,Plumas,,305,9/19/09 15:00,9/21/09 18:00,39.99028335,-120.5130955,,,,,,,,,,,,73,39,,,,,1,0
Pine Fire Incident Information: ,Sonoma,1.7,300,9/21/09 12:00,9/23/09 18:00,38.59732567,-122.6597942,3,,0,7,15,6,415,22,2,5,72,88,54,57,67,100,34,1,19
Guiberson Fire Incident Information: ,Ventura,9.8,17500,9/22/09 10:33,9/27/09 07:30,33.86592877,-118.1564592,10,1,,,6,70,1168,28,,15,75,106,46,43,48,97,4,1,34
Norco Fire Incident Information: ,Riverside,,175,9/22/09 12:00,9/23/09 09:00,33.9349317,-117.5213695,,,,,,,,,,,75,106,46,43,48,97,4,1,34
Crafton Fire Incident Information: ,San Bernardino,,347,9/23/09 16:39,9/26/09 19:00,34.038649,-117.100396,2,,,,4,43,589,24,,5,77,104,50,36,36,96,5,1,26
Power Fire Incident Information: ,Tulare,,326,9/27/09 18:47,9/30/09 19:00,35.91056587,-118.6816552,,,,,,,,,,,88,104,72,41,26,41,11,1,19
Sunset Fire Incident Information: ,Placer,,94,9/30/09 12:25,9/30/09 14:32,34.0862203,-118.406288,,,,,,,,,,,66,79,54,36,37,90,17,1,26
Sheep Fire Incident Information: ,San Bernardino,,7128,10/3/09 14:11,10/10/09 18:30,34.19919966,-118.3676916,,,,,,,,,,,66,81,54,43,40,60,28,1,19
Iaqua Fire Incident Information: ,Humboldt,,170,10/3/09 13:52,10/4/09 22:00,40.4694936,-123.7995008,,,,,,,,,,,48,59,39,43,79,96,59,1,34
Wilson Fire Incident Information: ,Del Norte,,265,10/9/09 23:00,10/12/09 18:00,41.35632382,-123.9083925,,,,,,,,,,,50,55,43,46,94,100,75,1,10
Mill Creek Fire Incident Information: ,Humboldt,,,10/7/09 14:00,10/10/09 18:07,41.0491723,-123.6770485,,,,,,,,,,,48,61,39,45,82,94,65,1,19
Loma Fire Incident Information: ,Santa Cruz,2.7,485,10/25/09 03:00,10/27/09 18:00,36.9013885,-121.7784283,4,3,0,,5,89,1499,59,4,15,64,82,46,48,67,100,26,1,18
241 Fire Incident Information: ,Orange,,,11/24/09 21:54,11/25/09 08:30,33.55927425,-117.7559312,,,,,,,,,,,68,79,57,5,9,28,5,1,34
